player,monster,level,variant,出場回数,A(アクティブ),P(コンパニオン),url01,url02,url03,url04,url05,url06,url07,url08,url09,url10,url11
ユウア,オールドワン,51,亜種2,1,エルフショット / ミラーズ / ユロール / 悪魔のトリル,エンジェリックウィング / リフレクション,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=235&se=6&t=1,,,,,,,,,,
ClayClay,ハルドル,40,原種,9,アースクェイク / スキュアー / スタンピード / トライペック / ヒカップ / ランドスライド,ビーストクッキー / リジェネレイト / 守りのミンネ / 戦いのエール / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=4&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=36&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=68&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=100&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=133&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=137&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=138&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=139&se=6&t=1,,
ClayClay,アス,43,原種,9,アースクェイク / カロウシブスピット / シードハウザー / ダルバドーハ / ラーヴァフロウ,セントリー / ビーストクッキー / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=4&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=36&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=68&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=100&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=133&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=137&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=138&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=139&se=6&t=1,,
ClayClay,シルバードラゴン,37,原種,9,カラカス / テンペスト / バーニングレイジ / 光のベール / 火葬,クィックオーダー / ビーストクッキー / フレイムアシスト / フレイムバリア / 守りのミンネ / 心の壁 / 悪目立ち,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=4&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=36&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=68&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=100&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=133&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=137&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=138&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=139&se=6&t=1,,
ClayClay,白夜庵,32,亜種1,9,カラカス / ディスペル / フライト / 光の楔 / 月光浴,クィックオーダー / ビーストクッキー / リジェネレイト / リフレクション / 守りのミンネ / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=4&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=36&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=68&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=100&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=133&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=135&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=137&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=138&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=139&se=6&t=1,,
ClayClay,アークディスプレイサー,44,原種,1,ヒカップ / ホロウワールド,リジェネレイト / 敏捷ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=134&se=6&t=1,,,,,,,,,,
ClayClay,イシュ,39,原種,2,アイスランス / ステイシス / ストームワーニング / スリートストーム / テンペスト,クィックオーダー / 守りのミンネ / 悪目立ち / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=134&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=136&se=6&t=1,,,,,,,,,
ClayClay,ハルテ,58,原種,2,アゼランザ / パンデミック / ヒヤデスウィンド / ファイアランス / 炎の刻印,クィックオーダー / 悪目立ち,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=134&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=136&se=6&t=1,,,,,,,,,
ClayClay,パティ,41,原種,2,エルフショット / ダイブ / ペイルムーン / ロッツオブラフ,クィックオーダー / 命中ブースト,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=134&se=6&t=1,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=136&se=6&t=1,,,,,,,,,
ClayClay,誰そ彼,35,亜種1,1,ダブルアタック / トライペック,命中ブースト / 戦いのエール,https://eldersign.jp/rankmatch?cmd=v&rk=2&v=136&se=6&t=1,,,,,,,,,,
